,price,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy
1677,300.0,0,1.0,1,15,1,1,4.0,1.0,2.0,2.0,1,500.0,150.0,3.0,29.0,0,1
1678,595.0,1,1.0,1,1,2,1,6.0,2.0,3.0,3.0,1,500.0,125.0,3.0,29.0,0,1
1679,262.0,1,5.0,1,22,2,1,2.0,1.0,1.0,1.0,1,1000.0,150.0,3.0,20.0,1,1
1680,160.0,0,1.0,1,5,1,1,3.0,1.0,2.0,2.0,1,0.0,120.0,30.0,335.0,0,2
1681,38.0,1,2.0,1,2,1,3,1.0,1.5,1.0,1.0,1,0.0,0.0,30.0,1125.0,1,3
1682,120.0,1,3.0,1,2,1,2,2.0,1.0,1.0,1.0,1,0.0,40.0,1.0,7.0,0,3
1683,700.0,0,1.0,1,2,1,1,5.0,2.5,2.0,2.0,1,200.0,75.0,2.0,1125.0,1,2
1684,145.0,0,1.0,1,7,1,1,5.0,2.0,2.0,2.0,1,1000.0,150.0,31.0,90.0,0,1
1685,1172.0399999999972,1,7.0,1,4,2,1,14.0,2.0,7.0,7.0,1,5000.0,500.0,30.0,1125.0,1,1
1686,599.0,0,1.0,1,11,2,1,6.0,2.0,3.0,4.0,1,1000.0,243.0,2.0,1125.0,1,1
1687,199.0,1,2.0,1,5,1,2,1.0,1.0,1.0,1.0,1,500.0,100.0,2.0,30.0,0,2
1688,150.0,0,57.0,1,20,1,1,4.0,1.0,0.0,2.0,1,200.0,150.0,31.0,1125.0,1,1
1689,188.0,1,2.0,1,13,1,2,2.0,1.0,1.0,1.0,1,250.0,80.0,2.0,120.0,1,1
1690,65.0,0,1.0,1,11,1,2,2.0,1.0,1.0,1.0,1,0.0,150.0,30.0,1125.0,1,1
1691,225.0,0,1.0,1,15,3,2,4.0,1.0,1.0,4.0,1,0.0,0.0,3.0,7.0,0,1
1692,80.0,1,4.0,1,24,2,2,2.0,2.0,1.0,1.0,1,0.0,30.0,1.0,14.0,1,3
1693,175.0,1,2.0,1,5,1,2,6.0,1.0,2.0,4.0,1,200.0,0.0,2.0,14.0,0,1
1694,450.0,0,1.0,1,6,2,1,4.0,2.5,3.0,4.0,1,0.0,175.0,3.0,14.0,0,1
1695,995.0,0,1.0,1,19,2,1,10.0,3.5,3.0,7.0,1,1500.0,250.0,3.0,1125.0,0,1
1696,170.0,1,1.0,1,15,1,2,2.0,1.0,1.0,2.0,1,0.0,60.0,1.0,1125.0,0,2
1697,1172.0399999999972,0,16.0,1,20,1,1,6.0,2.5,2.0,3.0,1,0.0,0.0,1.0,1125.0,0,5
1698,110.0,0,1.0,1,4,1,2,2.0,2.0,1.0,2.0,1,1000.0,30.0,2.0,1125.0,1,2
1699,275.0,0,1.0,1,12,1,1,6.0,1.5,2.0,2.0,1,500.0,150.0,2.0,7.0,1,1
1700,170.0,1,1.0,1,28,1,2,3.0,1.0,1.0,2.0,1,0.0,40.0,1.0,30.0,0,2
1701,397.0,1,3.0,1,5,1,1,4.0,1.0,2.0,3.0,1,0.0,110.0,1.0,15.0,0,1
1702,60.0,0,1.0,1,3,1,1,1.0,1.0,0.0,1.0,1,0.0,0.0,1.0,1125.0,0,3
1703,95.0,1,1.0,1,14,1,1,4.0,1.0,1.0,3.0,1,300.0,50.0,1.0,24.0,0,3
1704,115.0,0,1.0,1,14,1,1,6.0,2.0,3.0,3.0,1,300.0,80.0,2.0,300.0,0,2
1705,299.0,0,1.0,1,1,2,1,2.0,1.0,1.0,1.0,1,200.0,0.0,5.0,13.0,0,2
1706,220.0,1,1.0,1,1,1,1,4.0,1.0,2.0,3.0,1,0.0,100.0,3.0,20.0,1,2
1707,320.0,0,1.0,1,6,1,1,4.0,1.5,2.0,2.0,1,0.0,75.0,3.0,1125.0,0,1
1708,145.0,1,1.0,1,21,1,1,4.0,1.0,1.0,3.0,1,0.0,30.0,2.0,1125.0,0,3
1709,80.0,1,2.0,1,15,1,1,2.0,1.0,0.0,1.0,1,0.0,60.0,30.0,360.0,0,1
1710,550.0,0,1.0,1,22,1,1,2.0,1.0,2.0,2.0,1,600.0,100.0,3.0,1125.0,1,1
1711,265.0,1,1.0,1,12,1,1,2.0,2.0,1.0,1.0,1,500.0,100.0,3.0,20.0,0,2
1712,217.0,1,2.0,1,15,2,1,6.0,2.0,3.0,3.0,1,0.0,100.0,30.0,1125.0,0,1
1713,260.0,0,1.0,1,4,1,1,2.0,1.5,1.0,1.0,1,1000.0,100.0,30.0,1125.0,0,2
1714,450.0,0,1.0,1,5,1,1,3.0,1.0,2.0,2.0,1,0.0,85.0,3.0,9.0,1,1
1715,175.0,0,1.0,1,6,1,1,4.0,1.0,2.0,2.0,1,500.0,100.0,3.0,26.0,0,2
1716,400.0,1,2.0,1,33,1,1,7.0,2.5,3.0,6.0,1,0.0,150.0,2.0,1125.0,1,1
1717,350.0,0,3.0,1,5,2,1,6.0,1.0,2.0,2.0,1,700.0,150.0,2.0,30.0,0,2
1718,180.0,0,2.0,1,11,1,2,2.0,2.5,2.0,2.0,1,2500.0,200.0,30.0,1125.0,0,2
1719,50.0,0,2.0,1,11,4,1,3.0,1.0,1.0,3.0,1,300.0,150.0,31.0,60.0,1,3
1720,245.0,0,1.0,1,13,1,1,4.0,1.0,2.0,2.0,1,0.0,150.0,30.0,365.0,0,1
1721,400.0,0,3.0,1,1,1,2,2.0,1.5,1.0,1.0,1,0.0,0.0,4.0,90.0,0,2
1722,400.0,1,6.0,1,28,2,1,4.0,2.0,2.0,2.0,1,1000.0,150.0,3.0,60.0,0,2
1723,125.0,0,1.0,1,5,1,1,2.0,1.0,0.0,1.0,1,150.0,125.0,3.0,1125.0,1,1
1724,400.0,0,1.0,1,1,2,1,2.0,1.0,1.0,1.0,1,300.0,100.0,4.0,1125.0,0,2
1725,180.0,1,68.0,1,3,3,2,4.0,1.0,0.0,2.0,1,0.0,0.0,2.0,1125.0,0,1
1726,140.0,0,1.0,1,11,1,1,2.0,1.0,1.0,2.0,1,400.0,90.0,2.0,28.0,0,1
1727,475.0,0,1.0,1,7,2,1,6.0,3.0,4.0,4.0,1,500.0,170.0,7.0,1125.0,0,1
1728,150.0,0,2.0,1,11,1,1,2.0,1.0,0.0,1.0,1,100.0,110.0,3.0,30.0,1,1
1729,90.0,1,1.0,1,2,1,3,1.0,1.0,1.0,1.0,1,0.0,10.0,30.0,1125.0,1,2
1730,100.0,0,1.0,1,2,1,2,1.0,1.0,1.0,1.0,1,500.0,0.0,60.0,90.0,0,1
1731,329.0,1,2.0,1,13,1,1,2.0,1.0,1.0,1.0,1,350.0,100.0,5.0,90.0,0,1
1732,100.0,1,4.0,1,27,2,2,2.0,1.0,1.0,1.0,1,0.0,20.0,2.0,28.0,1,1
1733,109.0,1,1.0,1,23,1,2,2.0,1.0,1.0,1.0,1,0.0,50.0,2.0,30.0,0,2
1734,250.0,1,1.0,1,9,2,1,4.0,1.0,2.0,2.0,1,0.0,125.0,3.0,7.0,1,2
1735,185.0,1,2.0,1,1,1,1,2.0,1.0,1.0,1.0,1,0.0,95.0,30.0,90.0,1,2
1736,225.0,1,1.0,1,1,2,1,4.0,1.0,2.0,2.0,1,250.0,90.0,2.0,29.0,0,1
1737,49.0,1,3.0,1,4,1,2,2.0,1.0,1.0,1.0,1,2000.0,125.0,30.0,120.0,0,1
1738,200.0,1,3.0,1,10,2,2,6.0,2.0,2.0,4.0,1,300.0,100.0,2.0,7.0,1,2
1739,95.0,1,1.0,1,6,2,2,3.0,1.0,1.0,2.0,1,0.0,65.0,3.0,29.0,0,2
1740,147.0,1,2.0,1,11,2,2,2.0,1.0,1.0,1.0,1,299.0,49.0,1.0,27.0,1,1
1741,149.0,1,2.0,1,11,2,2,2.0,1.0,1.0,1.0,1,299.0,49.0,1.0,27.0,1,1
1742,350.0,1,2.0,1,10,2,1,4.0,1.0,2.0,2.0,1,500.0,0.0,2.0,2.0,0,1
1743,180.0,1,68.0,1,3,3,2,4.0,1.0,0.0,2.0,1,0.0,0.0,2.0,1125.0,0,1
1744,180.0,1,68.0,1,3,3,2,4.0,1.0,0.0,2.0,1,0.0,0.0,2.0,1125.0,0,1
1745,180.0,1,68.0,1,3,3,2,4.0,1.0,0.0,2.0,1,0.0,0.0,2.0,1125.0,0,1
1746,180.0,1,68.0,1,3,3,2,4.0,1.0,0.0,2.0,1,0.0,0.0,2.0,1125.0,0,1
1747,220.0,1,2.0,1,5,1,1,2.0,1.0,1.0,1.0,1,500.0,150.0,3.0,30.0,0,2
1748,640.0,1,1.0,1,16,1,1,4.0,1.5,2.0,2.0,1,0.0,75.0,3.0,10.0,0,2
1749,155.0,1,1.0,1,4,1,1,2.0,1.0,1.0,1.0,1,500.0,95.0,2.0,15.0,0,1
1750,255.0,0,1.0,1,6,2,1,4.0,1.0,2.0,2.0,1,500.0,125.0,30.0,120.0,0,2
1751,69.0,1,3.0,1,4,1,2,2.0,1.0,1.0,1.0,1,2000.0,129.0,30.0,45.0,0,1
1752,450.0,1,2.0,1,8,2,1,4.0,1.0,2.0,1.0,1,600.0,0.0,3.0,27.0,1,1
1753,700.0,0,0.0,1,32,1,1,10.0,2.5,5.0,5.0,1,5000.0,500.0,31.0,1125.0,0,1
1754,140.0,1,1.0,1,9,1,2,2.0,1.0,1.0,1.0,4,1000.0,55.0,3.0,8.0,0,1
1755,173.0,1,2.0,1,1,2,2,2.0,1.0,1.0,1.0,1,0.0,80.0,1.0,100.0,1,2
1756,165.0,1,1.0,1,8,1,1,6.0,1.5,2.0,2.0,1,1000.0,175.0,30.0,1125.0,0,1
1757,70.0,1,1.0,1,10,2,2,1.0,0.0,1.0,1.0,1,0.0,0.0,30.0,1125.0,1,3
1758,99.0,1,3.0,1,1,2,2,2.0,2.0,1.0,1.0,1,500.0,70.0,1.0,1125.0,1,2
1759,180.0,1,68.0,1,3,3,2,4.0,1.0,0.0,2.0,1,0.0,0.0,2.0,1125.0,0,1
1760,180.0,1,68.0,1,3,3,2,4.0,1.0,0.0,2.0,1,0.0,0.0,2.0,1125.0,0,1
1761,495.0,0,1.0,1,5,1,1,7.0,2.0,4.0,4.0,1,150.0,150.0,3.0,1125.0,0,1
1762,120.0,1,4.0,1,27,2,2,4.0,1.0,1.0,2.0,1,0.0,20.0,2.0,28.0,1,1
1763,175.0,1,1.0,1,11,1,1,2.0,1.0,1.0,1.0,1,300.0,100.0,1.0,70.0,0,2
1764,162.0,1,5.0,1,10,2,1,8.0,1.0,3.0,3.0,1,1500.0,160.0,30.0,1125.0,0,2
1765,275.0,1,1.0,1,1,1,1,6.0,3.0,3.0,4.0,1,500.0,125.0,3.0,30.0,0,1
1766,185.0,1,1.0,1,28,1,1,4.0,1.0,1.0,2.0,1,200.0,120.0,30.0,180.0,0,1
1767,120.0,1,4.0,1,27,1,2,4.0,1.0,1.0,2.0,1,0.0,20.0,2.0,29.0,1,1
1768,299.0,0,440.0,1,2,1,1,3.0,1.0,1.0,2.0,1,0.0,100.0,30.0,1125.0,0,2
1769,1172.0399999999972,0,1.0,1,1,1,2,2.0,2.0,1.0,1.0,1,0.0,320.0,1125.0,1125.0,0,2
1770,249.0,0,6.0,1,1,1,1,6.0,2.0,3.0,3.0,1,1000.0,395.0,30.0,1125.0,0,1
1771,170.0,0,2.0,1,16,1,1,4.0,1.0,2.0,4.0,1,1000.0,100.0,30.0,1125.0,1,2
1772,190.0,1,68.0,1,3,3,2,4.0,1.0,0.0,2.0,1,0.0,0.0,2.0,1125.0,0,1
1773,190.0,1,68.0,1,3,3,2,4.0,1.0,0.0,2.0,1,0.0,0.0,2.0,1125.0,0,1
1774,129.0,1,4.0,1,8,2,2,1.0,1.0,1.0,1.0,1,0.0,75.0,30.0,1125.0,1,1
1775,272.0,0,440.0,1,20,1,1,3.0,1.0,1.0,2.0,1,0.0,100.0,30.0,1125.0,0,2
1776,250.0,1,68.0,1,3,3,2,4.0,1.0,0.0,2.0,1,0.0,0.0,2.0,15.0,0,1
1777,100.0,0,1.0,1,9,1,1,3.0,1.0,1.0,1.0,1,0.0,60.0,30.0,90.0,0,2
1778,149.0,1,1.0,1,13,1,2,2.0,1.5,1.0,1.0,1,0.0,10.0,2.0,10.0,1,2
1779,250.0,0,1.0,1,8,2,1,6.0,2.0,3.0,4.0,1,1000.0,200.0,1.0,1125.0,0,2
1780,60.0,1,1.0,1,14,2,2,1.0,1.0,1.0,1.0,1,0.0,25.0,30.0,60.0,0,2
1781,301.0,0,91.0,1,20,1,1,3.0,2.0,2.0,2.0,1,0.0,300.0,30.0,1125.0,0,1
1782,358.0,1,2.0,1,1,1,1,2.0,2.0,2.0,2.0,1,1000.0,130.0,5.0,1124.0,0,1
1783,299.0,0,1.0,1,6,2,1,4.0,1.0,2.0,3.0,1,0.0,50.0,4.0,20.0,0,2
1784,139.0,1,1.0,1,17,2,2,2.0,1.0,1.0,1.0,1,0.0,40.0,3.0,29.0,0,2
1785,1172.0399999999972,1,4.0,1,4,2,1,16.0,4.5,6.0,12.0,1,2500.0,500.0,2.0,14.0,0,1
1786,365.0,0,6.0,1,4,2,1,11.0,2.5,5.0,7.0,1,3500.0,350.0,30.0,1125.0,0,1
1787,225.0,0,2.0,1,11,1,1,2.0,1.0,1.0,1.0,1,200.0,150.0,4.0,30.0,0,1
1788,99.0,1,3.0,1,21,2,2,1.0,1.0,1.0,1.0,1,0.0,75.0,2.0,14.0,0,1
1789,175.0,1,1.0,1,7,1,2,2.0,1.5,1.0,1.0,1,0.0,0.0,1.0,1125.0,0,1
1790,410.0,1,2.0,1,27,2,2,10.0,3.0,4.0,5.0,1,900.0,199.0,3.0,28.0,1,2
1791,200.0,0,1.0,1,2,2,2,1.0,1.0,1.0,1.0,1,0.0,0.0,13.0,70.0,0,3
1792,210.0,1,1.0,1,7,1,1,4.0,1.0,1.0,2.0,1,800.0,200.0,30.0,90.0,1,1
1793,133.0,1,1.0,1,21,2,2,2.0,1.0,1.0,1.0,1,400.0,30.0,2.0,7.0,0,1
1794,140.0,1,3.0,1,4,1,2,2.0,1.5,1.0,1.0,1,0.0,35.0,3.0,1125.0,1,2
1795,145.0,1,1.0,1,8,1,1,4.0,1.0,1.0,3.0,1,0.0,45.0,1.0,29.0,1,2
1796,150.0,0,1.0,1,7,1,1,2.0,1.0,1.0,0.0,1,0.0,75.0,2.0,30.0,1,1
1797,135.0,1,1.0,1,8,4,1,2.0,1.0,0.0,1.0,2,0.0,25.0,2.0,29.0,0,3
1798,135.0,0,1.0,1,28,2,2,2.0,1.0,1.0,1.0,1,0.0,55.0,2.0,30.0,1,1
1799,204.0,1,3.0,1,21,2,1,4.0,1.0,2.0,2.0,1,300.0,120.0,2.0,29.0,0,2
1800,129.0,0,1.0,1,4,1,1,4.0,1.0,1.0,1.0,1,500.0,250.0,60.0,360.0,1,1
1801,150.0,1,3.0,1,4,1,1,2.0,1.0,0.0,1.0,1,500.0,120.0,3.0,90.0,0,2
1802,39.0,0,4.0,1,11,1,2,1.0,1.0,1.0,1.0,1,300.0,75.0,30.0,1125.0,0,1
1803,140.0,0,1.0,1,6,1,2,2.0,1.0,1.0,1.0,1,800.0,90.0,30.0,60.0,0,1
1804,350.0,0,4.0,1,15,2,1,4.0,2.0,2.0,2.0,1,0.0,160.0,1.0,365.0,1,2
1805,100.0,1,1.0,1,14,2,2,2.0,1.0,1.0,1.0,1,0.0,25.0,2.0,29.0,0,3
1806,130.0,0,9.0,1,5,3,1,2.0,1.0,1.0,2.0,1,500.0,90.0,30.0,100.0,0,1
1807,259.0,1,1.0,1,8,1,1,2.0,1.0,1.0,1.0,1,400.0,95.0,2.0,29.0,0,2
1808,120.0,1,2.0,1,5,2,2,2.0,1.0,1.0,1.0,1,0.0,25.0,2.0,29.0,0,1
1809,104.0,1,1.0,1,19,2,2,2.0,1.0,1.0,1.0,1,100.0,0.0,3.0,30.0,1,2
1810,95.0,1,5.0,1,4,1,2,2.0,1.0,1.0,1.0,1,0.0,29.0,1.0,5.0,0,2
1811,90.0,1,1.0,1,14,2,2,2.0,1.0,1.0,1.0,1,300.0,50.0,1.0,14.0,1,2
1812,150.0,1,2.0,1,5,2,2,2.0,1.0,1.0,1.0,1,0.0,0.0,2.0,1125.0,1,2
1813,185.0,1,1.0,1,11,1,1,2.0,1.0,1.0,1.0,1,0.0,50.0,2.0,7.0,0,2
1814,89.0,0,3.0,1,1,2,2,3.0,1.0,1.0,2.0,1,0.0,60.0,4.0,28.0,1,1
1815,149.0,0,2.0,1,3,1,1,3.0,1.0,0.0,1.0,1,120.0,70.0,30.0,400.0,1,2
1816,165.0,1,2.0,1,6,2,1,3.0,1.0,0.0,0.0,1,0.0,90.0,2.0,30.0,1,2
1817,250.0,1,2.0,1,6,1,1,5.0,2.0,2.0,2.0,1,0.0,125.0,3.0,30.0,1,2
1818,255.0,0,91.0,1,20,1,1,2.0,1.0,1.0,1.0,1,0.0,250.0,30.0,1125.0,0,1
1819,176.0,0,57.0,1,20,1,1,4.0,1.0,0.0,2.0,1,400.0,160.0,31.0,1125.0,1,1
1820,100.0,0,1.0,1,20,1,2,2.0,1.0,1.0,1.0,1,2000.0,100.0,180.0,1125.0,0,3
1821,99.0,1,2.0,1,23,1,1,2.0,1.0,0.0,1.0,1,100.0,60.0,1.0,29.0,0,2
1822,129.0,1,2.0,1,21,3,2,2.0,1.0,1.0,1.0,1,95.0,18.0,1.0,1125.0,1,2
1823,98.0,1,1.0,1,31,1,2,2.0,1.0,1.0,1.0,1,0.0,10.0,1.0,1125.0,1,2
1824,100.0,0,1.0,1,21,2,1,2.0,1.0,1.0,1.0,1,100.0,60.0,1.0,1125.0,0,2
1825,135.0,1,2.0,1,33,2,2,2.0,1.0,1.0,1.0,1,500.0,25.0,2.0,7.0,0,2
1826,293.0,0,2.0,1,4,2,1,5.0,3.0,3.0,3.0,1,2000.0,500.0,30.0,180.0,1,1
1827,501.0,0,91.0,1,20,1,1,2.0,1.0,1.0,1.0,1,0.0,300.0,30.0,1125.0,0,1
1828,195.0,1,1.0,1,11,1,1,4.0,1.0,2.0,2.0,1,300.0,95.0,3.0,60.0,0,2
1829,350.0,0,3.0,1,13,1,1,2.0,1.0,1.0,1.0,1,1000.0,250.0,30.0,1125.0,0,1
1830,150.0,0,1.0,1,21,1,1,4.0,1.0,1.0,2.0,1,0.0,90.0,30.0,1125.0,0,1
1831,220.0,0,3.0,1,1,2,2,8.0,1.0,3.0,5.0,1,0.0,85.0,4.0,28.0,1,1
1832,139.0,1,1.0,1,1,1,1,4.0,1.0,2.0,2.0,2,400.0,100.0,30.0,180.0,0,2
1833,95.0,1,3.0,1,8,1,2,2.0,2.0,1.0,1.0,1,100.0,35.0,1.0,1125.0,0,2
1834,170.0,1,1.0,1,13,1,2,2.0,1.0,1.0,1.0,1,0.0,40.0,3.0,7.0,0,2
1835,250.0,0,1.0,1,2,1,1,4.0,1.0,2.0,2.0,1,0.0,100.0,2.0,40.0,0,1
1836,144.0,1,2.0,1,23,1,1,3.0,1.0,1.0,2.0,1,200.0,95.0,4.0,1125.0,0,1
1837,177.0,1,3.0,1,19,1,1,4.0,1.0,1.0,2.0,1,1000.0,70.0,2.0,28.0,1,2
1838,109.0,1,2.0,1,6,1,1,2.0,1.0,1.0,1.0,1,0.0,40.0,2.0,29.0,0,2
1839,175.0,0,2.0,1,8,1,1,4.0,1.0,2.0,3.0,1,1000.0,200.0,30.0,1125.0,0,1
1840,95.0,1,5.0,1,8,2,2,2.0,0.0,1.0,1.0,1,0.0,0.0,3.0,365.0,0,3
1841,110.0,1,5.0,1,8,2,2,2.0,0.0,1.0,1.0,1,250.0,35.0,2.0,20.0,0,3
1842,115.0,0,1.0,1,18,1,1,2.0,1.0,0.0,1.0,1,0.0,50.0,3.0,60.0,0,2
1843,260.0,1,2.0,1,1,1,1,2.0,1.0,0.0,1.0,1,235.0,70.0,2.0,25.0,0,2
1844,159.0,1,2.0,1,17,1,1,2.0,1.0,1.0,3.0,1,500.0,125.0,30.0,90.0,0,1
1845,246.0,0,91.0,1,16,1,1,2.0,1.0,1.0,1.0,1,0.0,250.0,30.0,1125.0,0,1
1846,129.0,1,1.0,1,10,1,1,2.0,1.0,0.0,1.0,1,0.0,75.0,30.0,120.0,1,1
1847,205.0,1,1.0,1,16,2,1,2.0,1.0,1.0,1.0,1,250.0,50.0,3.0,29.0,0,2
1848,138.0,1,5.0,1,10,1,1,3.0,1.0,1.0,1.0,1,500.0,120.0,30.0,1125.0,0,1
1849,110.0,0,28.0,0,3,1,2,2.0,1.0,1.0,1.0,1,0.0,25.0,1.0,21.0,1,3
1850,186.0,0,5.0,1,6,2,1,3.0,2.0,3.0,3.0,1,500.0,300.0,30.0,1125.0,0,2
1851,220.0,1,2.0,1,1,1,1,4.0,1.0,2.0,3.0,1,2000.0,125.0,2.0,1125.0,0,2
1852,110.0,0,28.0,0,3,1,2,2.0,1.0,1.0,1.0,1,0.0,25.0,1.0,21.0,1,2
1853,110.0,0,28.0,0,3,3,2,2.0,1.0,1.0,1.0,1,0.0,25.0,1.0,21.0,1,3
1854,950.0,0,1.0,1,1,2,1,4.0,2.0,2.0,2.0,1,500.0,100.0,3.0,29.0,0,1
1855,95.0,1,5.0,1,6,2,2,2.0,1.0,1.0,1.0,1,100.0,50.0,3.0,1125.0,0,2
1856,599.0,0,1.0,1,12,2,1,8.0,3.0,4.0,5.0,1,1000.0,200.0,5.0,1125.0,0,1
1857,550.0,0,1.0,1,2,1,1,4.0,2.0,2.0,2.0,1,1000.0,450.0,30.0,1125.0,1,1
1858,250.0,1,1.0,1,4,1,1,4.0,1.0,1.0,2.0,1,2000.0,0.0,30.0,90.0,0,1
1859,270.0,0,3.0,1,5,1,1,6.0,3.0,3.0,3.0,1,500.0,150.0,30.0,120.0,0,3
1860,1000.0,0,1.0,1,7,2,1,6.0,2.5,3.0,3.0,1,0.0,300.0,3.0,15.0,0,3
1861,140.0,0,2.0,1,8,1,1,3.0,1.0,1.0,2.0,1,500.0,100.0,30.0,180.0,0,1
1862,225.0,1,2.0,1,8,2,2,2.0,1.0,1.0,0.0,1,600.0,0.0,2.0,26.0,1,2
1863,103.0,1,2.0,1,19,2,2,2.0,1.0,1.0,1.0,1,150.0,80.0,2.0,25.0,1,3
1864,499.0,0,1.0,1,9,1,1,8.0,2.0,3.0,4.0,1,500.0,185.0,1.0,1125.0,0,1
1865,250.0,0,3.0,1,5,1,1,5.0,1.0,3.0,3.0,1,2500.0,300.0,30.0,365.0,0,3
1866,220.0,0,2.0,1,13,2,1,2.0,1.0,1.0,1.0,1,1000.0,250.0,30.0,180.0,0,1
1867,200.0,0,2.0,1,4,1,1,2.0,1.0,1.0,1.0,1,200.0,125.0,2.0,1125.0,0,1
1868,360.0,1,2.0,1,6,2,1,9.0,4.0,4.0,6.0,1,500.0,100.0,4.0,14.0,1,2
1869,450.0,1,6.0,1,15,2,1,4.0,2.5,2.0,2.0,1,0.0,150.0,5.0,1000.0,0,1
1870,110.0,0,28.0,0,3,1,2,2.0,1.0,1.0,1.0,1,0.0,25.0,1.0,21.0,1,2
1871,110.0,0,28.0,0,3,1,2,2.0,1.0,1.0,1.0,1,0.0,25.0,1.0,21.0,1,2
1872,110.0,0,28.0,0,3,1,2,2.0,1.0,1.0,1.0,1,0.0,25.0,1.0,21.0,1,3
1873,89.0,0,28.0,0,3,1,2,2.0,1.0,1.0,1.0,1,0.0,25.0,1.0,21.0,1,3
1874,110.0,0,28.0,0,3,1,2,2.0,1.0,1.0,1.0,1,0.0,25.0,1.0,21.0,1,3
1875,40.0,0,28.0,0,3,1,2,2.0,1.0,1.0,1.0,1,0.0,25.0,1.0,21.0,1,3
1876,187.0,0,1.0,1,1,1,1,2.0,1.0,2.0,2.0,1,400.0,90.0,5.0,30.0,0,1
1877,200.0,0,2.0,1,2,1,3,2.0,1.0,1.0,1.0,1,120.0,250.0,30.0,1110.0,0,3
1878,185.0,1,1.0,1,12,1,1,2.0,1.0,1.0,1.0,1,200.0,75.0,4.0,28.0,1,2
1879,69.0,0,0.0,1,21,1,2,1.0,1.0,1.0,1.0,1,0.0,0.0,30.0,1125.0,0,3
1880,69.0,0,3.0,1,14,2,2,2.0,1.0,1.0,1.0,1,100.0,30.0,1.0,1125.0,0,2
1881,550.0,0,1.0,1,15,1,1,4.0,1.0,2.0,2.0,1,0.0,100.0,30.0,30.0,0,1
1882,155.0,0,1.0,1,9,1,2,1.0,1.0,1.0,1.0,1,0.0,0.0,30.0,1125.0,0,1
1883,320.0,0,1.0,1,2,1,1,4.0,1.0,2.0,2.0,1,300.0,100.0,5.0,1125.0,0,1
1884,160.0,1,1.0,1,1,1,1,2.0,1.0,1.0,1.0,1,250.0,85.0,2.0,14.0,0,1
1885,55.0,1,8.0,1,1,4,3,1.0,2.0,1.0,1.0,1,0.0,0.0,2.0,10.0,1,1
1886,55.0,1,8.0,1,1,4,3,1.0,2.0,1.0,1.0,1,0.0,0.0,2.0,10.0,1,1
1887,55.0,1,8.0,1,1,4,3,1.0,2.0,1.0,1.0,1,0.0,0.0,2.0,10.0,1,1
1888,38.0,1,8.0,1,1,4,3,1.0,2.0,1.0,1.0,1,0.0,0.0,30.0,50.0,0,1
1889,150.0,0,1.0,1,22,2,2,2.0,1.0,1.0,1.0,1,0.0,0.0,1.0,10.0,0,3
1890,120.0,0,2.0,1,8,2,2,2.0,1.0,1.0,1.0,1,300.0,80.0,2.0,365.0,0,1
1891,188.0,0,28.0,1,22,1,1,2.0,1.5,1.0,1.0,1,0.0,225.0,30.0,200.0,1,3
1892,435.0,1,2.0,1,1,2,1,6.0,1.0,3.0,4.0,1,500.0,165.0,3.0,1125.0,0,1
1893,450.0,1,3.0,1,17,2,1,6.0,3.5,3.0,3.0,1,1000.0,200.0,3.0,1125.0,0,2
1894,150.0,1,1.0,1,10,1,1,3.0,1.0,1.0,1.0,1,500.0,65.0,2.0,1125.0,0,1
1895,1172.0399999999972,0,1.0,1,22,2,1,9.0,4.0,6.0,7.0,1,2500.0,250.0,4.0,60.0,1,3
1896,190.0,1,1.0,1,8,1,1,2.0,1.0,1.0,1.0,1,0.0,50.0,30.0,60.0,1,2
1897,155.0,1,5.0,1,4,1,1,3.0,1.0,1.0,1.0,1,200.0,29.0,2.0,10.0,0,3
1898,166.0,0,21.0,1,1,1,1,4.0,1.0,1.0,2.0,1,0.0,200.0,30.0,1125.0,0,3
1899,119.0,0,2.0,1,1,1,1,3.0,1.0,0.0,2.0,1,0.0,45.0,30.0,1125.0,0,3
1900,124.0,0,1.0,1,4,1,2,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,3.0,0,1
1901,249.0,0,755.0,1,20,1,1,3.0,1.0,1.0,2.0,1,0.0,125.0,30.0,1125.0,0,1
1902,309.0,0,755.0,1,20,1,1,5.0,2.0,2.0,3.0,1,0.0,125.0,30.0,1125.0,0,1
1903,279.0,0,755.0,1,20,1,1,3.0,1.0,1.0,2.0,1,0.0,125.0,30.0,1125.0,0,1
1904,155.0,0,1.0,1,5,1,1,2.0,1.0,1.0,1.0,1,400.0,90.0,2.0,30.0,0,2
1905,144.0,1,2.0,1,1,2,2,3.0,1.0,1.0,1.0,1,0.0,49.0,1.0,7.0,0,1
1906,90.0,0,12.0,1,4,1,1,4.0,1.0,0.0,2.0,1,400.0,100.0,30.0,1125.0,0,1
1907,229.0,0,755.0,1,2,1,1,3.0,1.0,1.0,2.0,1,0.0,125.0,30.0,1125.0,0,1
1908,299.0,0,755.0,1,2,1,1,5.0,2.0,2.0,3.0,1,0.0,125.0,30.0,1125.0,0,1
