,price,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy
73,185.0,0,35.0,1,33,1,1,4.0,2.0,3.0,3.0,1,0.0,255.0,30.0,365.0,0,4
74,108.0,0,4.0,1,6,1,1,3.0,1.0,1.0,1.0,1,500.0,0.0,30.0,180.0,0,1
75,38.0,0,20.0,1,25,2,3,1.0,2.5,1.0,2.0,1,300.0,0.0,30.0,365.0,0,1
76,109.0,1,1.0,1,6,1,2,2.0,1.0,1.0,1.0,1,0.0,60.0,2.0,25.0,0,3
77,100.0,0,12.0,1,4,1,1,8.0,1.0,1.0,4.0,1,500.0,100.0,30.0,365.0,0,1
78,95.0,0,12.0,1,4,1,1,6.0,1.0,1.0,3.0,1,400.0,0.0,30.0,365.0,0,1
79,270.0,0,1.0,1,2,1,1,2.0,1.0,1.0,1.0,1,500.0,120.0,30.0,40.0,0,2
80,120.0,0,12.0,1,4,1,1,4.0,1.0,0.0,2.0,1,400.0,100.0,30.0,365.0,0,1
81,45.0,0,42.0,1,18,2,2,2.0,1.0,1.0,1.0,1,150.0,35.0,30.0,1125.0,0,1
82,40.0,0,42.0,1,18,2,2,2.0,1.0,1.0,1.0,1,150.0,35.0,30.0,1825.0,0,1
83,135.0,1,1.0,1,29,2,1,2.0,1.0,1.0,1.0,1,0.0,50.0,3.0,31.0,0,2
84,57.0,0,42.0,1,18,2,2,3.0,1.0,1.0,1.0,1,150.0,50.0,30.0,1825.0,0,1
85,75.0,0,4.0,1,1,1,2,1.0,2.0,1.0,1.0,1,300.0,100.0,2.0,360.0,1,1
86,140.0,0,1.0,1,7,1,1,2.0,1.0,1.0,1.0,1,500.0,100.0,30.0,90.0,0,2
87,83.0,0,1.0,1,4,1,1,4.0,1.0,1.0,2.0,1,200.0,150.0,30.0,330.0,0,2
88,45.0,0,42.0,1,18,2,2,3.0,1.0,1.0,1.0,1,150.0,35.0,30.0,1825.0,0,1
89,97.0,0,2.0,1,6,2,2,2.0,1.0,1.0,1.0,1,100.0,25.0,2.0,14.0,1,2
90,90.0,1,1.0,0,4,2,2,1.0,1.0,1.0,1.0,1,300.0,55.0,1.0,365.0,0,2
91,85.0,0,35.0,1,21,1,1,2.0,1.0,0.0,1.0,1,0.0,155.0,30.0,290.0,0,4
92,85.0,1,2.0,1,5,1,1,2.0,1.0,0.0,1.0,1,200.0,60.0,4.0,30.0,0,2
93,115.0,1,1.0,1,8,1,2,2.0,1.0,1.0,1.0,1,0.0,30.0,2.0,21.0,0,2
94,201.0,0,1.0,1,7,1,1,6.0,1.5,2.0,3.0,1,300.0,150.0,30.0,730.0,0,1
95,185.0,0,1.0,1,1,1,1,4.0,1.0,2.0,3.0,1,300.0,100.0,4.0,18.0,0,2
96,38.0,0,20.0,1,25,2,3,1.0,2.5,1.0,1.0,1,300.0,0.0,30.0,730.0,0,1
97,85.0,0,4.0,1,10,2,2,1.0,1.0,1.0,1.0,4,500.0,85.0,45.0,730.0,0,1
98,145.0,0,1.0,1,3,1,1,2.0,2.0,2.0,2.0,1,150.0,150.0,30.0,60.0,1,1
99,125.0,1,1.0,1,23,1,1,4.0,1.0,2.0,2.0,1,0.0,50.0,2.0,1125.0,1,2
100,38.0,0,7.0,1,25,2,3,1.0,2.5,1.0,1.0,1,300.0,0.0,30.0,730.0,0,1
101,125.0,1,2.0,1,16,1,1,4.0,1.0,1.0,2.0,1,1000.0,135.0,30.0,30.0,1,1
102,200.0,0,1.0,1,4,1,1,2.0,1.0,1.0,1.0,1,200.0,150.0,30.0,365.0,0,1
103,65.0,1,10.0,1,7,1,2,2.0,4.0,1.0,1.0,1,200.0,50.0,32.0,90.0,0,1
104,97.0,1,1.0,1,1,1,1,2.0,1.0,1.0,1.0,1,0.0,100.0,30.0,90.0,0,1
105,69.0,1,1.0,1,6,2,2,2.0,1.0,1.0,1.0,1,0.0,45.0,1.0,10.0,0,2
106,275.0,1,1.0,1,13,1,1,4.0,1.0,2.0,2.0,1,500.0,130.0,3.0,14.0,0,2
107,550.0,0,1.0,1,12,2,1,6.0,1.5,3.0,3.0,1,1000.0,200.0,4.0,30.0,0,1
108,102.0,1,3.0,1,6,2,2,2.0,1.0,1.0,1.0,1,200.0,70.0,30.0,180.0,0,3
109,1172.0399999999972,0,4.0,1,1,2,1,8.0,2.0,4.0,5.0,1,2000.0,250.0,6.0,1125.0,0,1
110,150.0,0,1.0,1,5,2,2,2.0,1.0,1.0,1.0,1,0.0,50.0,5.0,365.0,0,3
111,90.0,1,3.0,1,6,1,2,2.0,1.5,1.0,1.0,1,300.0,35.0,2.0,7.0,0,2
112,399.0,1,1.0,1,21,1,1,4.0,1.0,2.0,2.0,1,250.0,150.0,5.0,25.0,0,1
113,230.0,0,4.0,1,34,1,1,4.0,1.5,2.0,4.0,1,200.0,195.0,30.0,90.0,0,1
114,275.0,0,1.0,1,5,1,1,6.0,1.0,2.0,4.0,1,500.0,150.0,5.0,21.0,0,3
115,165.0,0,4.0,1,13,1,1,2.0,1.0,1.0,1.0,1,200.0,75.0,60.0,120.0,0,1
116,115.0,0,4.0,1,28,1,1,2.0,1.0,1.0,2.0,1,200.0,75.0,30.0,30.0,0,1
117,75.0,1,1.0,1,11,2,2,2.0,1.0,1.0,1.0,1,200.0,30.0,3.0,5.0,0,1
118,149.0,1,2.0,1,21,1,1,2.0,1.0,1.0,1.0,1,0.0,90.0,3.0,180.0,0,1
119,69.0,1,5.0,1,23,2,2,2.0,1.0,1.0,1.0,1,250.0,35.0,4.0,26.0,0,2
120,185.0,1,1.0,1,7,1,1,4.0,1.0,1.0,1.0,1,1000.0,250.0,30.0,180.0,0,2
121,80.0,1,1.0,1,1,1,2,2.0,1.0,1.0,1.0,1,150.0,80.0,3.0,7.0,1,2
122,110.0,0,35.0,1,20,1,1,2.0,1.0,0.0,2.0,1,0.0,155.0,30.0,1125.0,0,4
123,135.0,0,35.0,1,20,1,1,2.0,1.0,0.0,2.0,1,0.0,155.0,30.0,1125.0,0,4
124,225.0,1,2.0,1,6,1,1,4.0,1.0,2.0,2.0,1,500.0,100.0,14.0,29.0,1,1
125,220.0,1,1.0,1,29,1,1,4.0,1.0,2.0,2.0,1,500.0,90.0,3.0,28.0,0,2
126,75.0,0,4.0,1,1,1,2,1.0,2.0,1.0,1.0,1,300.0,85.0,3.0,120.0,1,1
127,90.0,1,3.0,1,6,1,2,2.0,1.5,1.0,1.0,1,300.0,35.0,2.0,7.0,0,2
128,150.0,0,1.0,1,13,1,1,2.0,1.0,1.0,1.0,1,200.0,90.0,5.0,60.0,0,1
129,138.0,1,1.0,1,7,1,1,2.0,1.0,1.0,1.0,3,200.0,43.0,2.0,14.0,0,2
130,182.0,0,1.0,1,16,1,1,2.0,1.0,1.0,1.0,1,0.0,225.0,30.0,730.0,1,1
131,38.0,0,20.0,1,25,2,3,1.0,2.5,1.0,1.0,1,300.0,0.0,30.0,730.0,0,1
132,38.0,0,20.0,1,25,2,3,1.0,2.5,1.0,1.0,1,300.0,0.0,30.0,365.0,0,1
133,38.0,0,20.0,1,25,2,3,1.0,2.5,1.0,1.0,1,300.0,0.0,30.0,365.0,0,1
134,295.0,1,1.0,1,8,2,1,8.0,1.0,3.0,5.0,1,300.0,132.0,2.0,90.0,1,1
135,85.0,1,8.0,1,21,1,2,1.0,2.5,1.0,1.0,1,250.0,85.0,30.0,90.0,1,3
136,165.0,1,1.0,1,15,1,1,2.0,1.0,1.0,1.0,1,200.0,60.0,3.0,14.0,0,1
137,178.0,0,2.0,1,1,1,1,4.0,2.0,2.0,1.0,1,2000.0,250.0,5.0,90.0,0,1
138,325.0,1,2.0,1,5,1,1,6.0,2.0,3.0,3.0,1,1000.0,200.0,30.0,180.0,0,1
139,147.0,0,1.0,1,6,2,1,2.0,1.0,1.0,1.0,1,500.0,85.0,5.0,14.0,0,2
140,75.0,1,2.0,1,19,2,2,2.0,2.0,1.0,2.0,1,100.0,25.0,2.0,30.0,0,3
141,110.0,0,12.0,1,7,1,1,4.0,1.0,0.0,3.0,1,400.0,100.0,30.0,365.0,0,1
142,139.0,0,4.0,1,15,1,2,6.0,2.5,1.0,1.0,1,0.0,50.0,2.0,30.0,0,2
143,145.0,1,1.0,1,1,2,1,2.0,1.0,1.0,1.0,1,500.0,105.0,2.0,1125.0,0,1
144,115.0,0,1.0,1,1,1,2,2.0,1.0,1.0,1.0,1,0.0,0.0,2.0,21.0,0,3
145,120.0,1,1.0,1,7,1,2,2.0,0.5,1.0,1.0,1,0.0,25.0,1.0,365.0,0,2
146,989.0,0,5.0,1,9,2,1,10.0,4.0,4.0,4.0,1,500.0,300.0,2.0,365.0,1,1
147,250.0,1,5.0,1,8,1,1,4.0,1.0,1.0,2.0,1,500.0,250.0,30.0,365.0,0,2
148,99.0,0,1.0,1,17,1,1,2.0,1.0,1.0,2.0,1,500.0,75.0,30.0,1125.0,0,1
149,99.0,0,4.0,1,15,1,2,3.0,2.0,1.0,2.0,1,0.0,40.0,2.0,30.0,1,2
150,135.0,1,1.0,1,24,1,1,4.0,1.0,1.0,1.0,1,300.0,85.0,3.0,29.0,1,1
151,45.0,0,20.0,1,20,4,3,4.0,0.0,1.0,4.0,1,0.0,0.0,1.0,14.0,1,3
152,225.0,0,3.0,1,5,1,1,5.0,1.0,2.0,3.0,1,2500.0,300.0,30.0,365.0,0,1
153,138.0,1,32.0,1,3,1,1,2.0,1.0,1.0,1.0,1,500.0,125.0,30.0,365.0,0,1
154,280.0,0,1.0,1,11,1,1,5.0,1.0,3.0,3.0,1,500.0,100.0,6.0,21.0,0,1
155,139.0,1,1.0,1,5,1,2,2.0,1.0,1.0,1.0,1,0.0,35.0,1.0,10.0,1,2
156,100.0,1,1.0,1,12,1,2,1.0,1.0,1.0,1.0,1,100.0,40.0,3.0,21.0,1,2
157,89.0,0,3.0,1,16,1,2,2.0,1.0,1.0,1.0,2,0.0,0.0,2.0,365.0,1,2
158,114.0,0,48.0,1,17,1,1,2.0,1.0,1.0,2.0,1,2500.0,99.0,30.0,365.0,0,1
159,138.0,1,32.0,1,3,1,1,2.0,1.0,0.0,1.0,1,500.0,100.0,30.0,1125.0,0,1
160,115.0,1,1.0,1,5,1,2,2.0,1.5,1.0,1.0,1,350.0,50.0,2.0,40.0,1,1
161,250.0,0,1.0,1,7,1,1,2.0,1.0,1.0,1.0,1,5000.0,50.0,2.0,30.0,0,1
162,133.0,1,1.0,1,2,1,1,3.0,1.0,1.0,1.0,1,150.0,0.0,30.0,365.0,0,2
163,38.0,0,2.0,1,10,1,3,1.0,1.5,1.0,2.0,1,0.0,20.0,30.0,90.0,0,1
164,325.0,1,2.0,1,11,1,1,4.0,2.0,2.0,2.0,1,500.0,150.0,4.0,7.0,0,1
165,89.0,0,1.0,1,10,2,2,2.0,1.0,1.0,1.0,1,0.0,0.0,3.0,365.0,0,6
166,95.0,1,1.0,1,1,1,2,1.0,1.0,1.0,1.0,4,0.0,19.0,2.0,14.0,0,1
167,110.0,1,1.0,1,19,1,1,3.0,1.0,1.0,2.0,1,0.0,75.0,3.0,30.0,0,1
168,575.0,0,2.0,1,1,1,1,7.0,2.0,3.0,4.0,1,500.0,200.0,3.0,365.0,0,1
169,105.0,1,2.0,1,8,2,1,2.0,1.0,1.0,1.0,1,200.0,100.0,30.0,60.0,0,2
170,300.0,1,1.0,1,13,2,1,2.0,1.0,1.0,1.0,1,0.0,100.0,3.0,8.0,0,1
171,475.0,1,2.0,1,5,1,1,8.0,2.0,3.0,4.0,1,1000.0,325.0,5.0,14.0,0,2
172,300.0,1,2.0,1,19,2,1,6.0,2.0,2.0,3.0,1,600.0,180.0,3.0,28.0,0,1
173,190.0,1,1.0,1,11,1,1,2.0,1.0,1.0,1.0,1,0.0,70.0,2.0,365.0,0,1
174,45.0,0,42.0,1,18,2,2,2.0,1.0,1.0,1.0,1,150.0,35.0,30.0,1125.0,0,1
175,299.0,1,1.0,1,5,1,1,4.0,1.0,1.0,2.0,1,500.0,85.0,2.0,365.0,1,1
176,38.0,0,42.0,1,18,2,2,1.0,1.0,1.0,1.0,1,150.0,30.0,30.0,1125.0,0,1
177,160.0,0,1.0,1,1,1,1,2.0,1.0,1.0,1.0,1,200.0,100.0,30.0,60.0,0,2
178,135.0,0,2.0,1,16,1,1,4.0,1.0,1.0,2.0,1,250.0,100.0,30.0,59.0,1,1
179,600.0,1,1.0,1,16,1,1,5.0,1.0,2.0,2.0,1,0.0,75.0,1.0,29.0,0,2
180,100.0,0,12.0,1,4,1,1,4.0,1.0,1.0,2.0,1,400.0,100.0,30.0,1125.0,0,2
181,90.0,0,12.0,1,7,1,1,2.0,1.0,0.0,1.0,1,400.0,100.0,30.0,365.0,0,1
182,365.0,1,1.0,1,1,1,1,4.0,1.0,2.0,2.0,1,200.0,120.0,4.0,90.0,0,2
183,250.0,0,1.0,1,2,1,1,2.0,1.0,1.0,1.0,1,400.0,150.0,30.0,120.0,1,2
184,298.0,1,2.0,1,1,2,1,2.0,1.0,1.0,1.0,1,350.0,175.0,3.0,364.0,0,2
185,99.0,1,1.0,1,5,2,2,1.0,1.0,1.0,1.0,1,250.0,50.0,3.0,20.0,0,2
186,165.0,1,5.0,1,13,1,2,3.0,1.0,1.0,1.0,1,1000.0,150.0,60.0,365.0,0,1
187,595.0,0,1.0,1,5,2,1,8.0,2.0,4.0,5.0,1,500.0,225.0,4.0,90.0,1,1
188,95.0,0,1.0,1,19,2,2,2.0,1.0,1.0,1.0,1,0.0,50.0,1.0,120.0,1,1
189,160.0,0,1.0,1,6,1,1,4.0,1.0,1.0,2.0,1,400.0,70.0,2.0,30.0,0,1
190,190.0,1,1.0,1,7,1,1,4.0,1.0,1.0,2.0,1,1000.0,90.0,3.0,25.0,1,1
191,195.0,1,2.0,1,8,2,2,2.0,1.0,1.0,1.0,1,0.0,25.0,2.0,7.0,1,3
192,83.0,0,4.0,1,1,2,2,1.0,1.0,1.0,1.0,1,1800.0,60.0,1.0,180.0,0,1
193,125.0,1,3.0,1,5,1,2,2.0,1.0,1.0,1.0,1,0.0,40.0,2.0,7.0,0,3
194,40.0,0,42.0,1,18,2,2,2.0,1.0,1.0,2.0,1,150.0,35.0,30.0,1125.0,0,1
195,115.0,1,2.0,1,5,1,1,3.0,1.0,1.0,1.0,1,300.0,80.0,2.0,100.0,0,2
196,90.0,0,1.0,1,4,1,2,2.0,0.5,1.0,1.0,1,500.0,60.0,7.0,180.0,0,1
197,85.0,0,1.0,1,18,1,2,2.0,1.0,1.0,1.0,1,0.0,0.0,30.0,1000.0,1,2
198,95.0,1,5.0,1,5,1,2,2.0,1.5,1.0,1.0,1,0.0,75.0,2.0,30.0,0,1
199,135.0,0,2.0,1,6,1,1,2.0,1.0,0.0,1.0,1,100.0,25.0,1.0,14.0,1,2
200,549.0,1,3.0,1,5,1,1,6.0,1.0,3.0,3.0,1,250.0,75.0,3.0,10.0,0,2
201,70.0,0,1.0,1,1,2,2,1.0,1.0,1.0,2.0,2,0.0,35.0,3.0,90.0,0,2
202,672.0,0,1.0,1,7,2,1,8.0,3.5,4.0,5.0,1,750.0,200.0,5.0,29.0,0,1
203,390.0,0,3.0,1,6,2,1,6.0,2.5,3.0,4.0,1,600.0,190.0,4.0,1125.0,0,1
204,102.0,1,3.0,1,6,2,2,2.0,1.0,1.0,1.0,1,200.0,70.0,30.0,180.0,1,2
205,250.0,1,2.0,1,11,1,1,2.0,1.0,1.0,0.0,1,300.0,80.0,4.0,30.0,0,2
206,149.0,1,1.0,1,6,1,1,4.0,1.0,0.0,2.0,1,300.0,0.0,6.0,365.0,0,2
207,700.0,0,4.0,1,5,2,1,6.0,3.0,3.0,3.0,1,1000.0,150.0,2.0,1125.0,0,1
208,169.0,1,3.0,1,6,1,1,4.0,1.5,2.0,2.0,1,450.0,80.0,3.0,5.0,0,2
209,60.0,0,0.0,1,26,2,2,2.0,1.5,1.0,1.0,1,300.0,75.0,30.0,120.0,0,1
210,189.0,0,1.0,1,8,1,1,5.0,2.0,2.0,2.0,1,300.0,99.0,30.0,10000.0,0,1
211,99.0,0,3.0,1,1,1,2,2.0,1.0,1.0,1.0,1,200.0,60.0,3.0,90.0,0,2
212,289.0,1,1.0,1,4,1,1,2.0,1.0,1.0,1.0,1,500.0,105.0,3.0,28.0,0,2
213,122.0,0,4.0,1,1,1,1,3.0,1.0,1.0,3.0,1,3000.0,100.0,30.0,120.0,0,1
214,132.0,1,1.0,1,12,2,2,4.0,1.5,1.0,2.0,1,0.0,40.0,2.0,28.0,0,3
215,140.0,0,3.0,1,21,1,1,2.0,1.0,1.0,1.0,1,300.0,70.0,3.0,365.0,0,3
216,38.0,0,7.0,1,25,2,3,1.0,2.5,1.0,1.0,1,300.0,0.0,30.0,180.0,0,1
217,38.0,0,7.0,1,25,2,3,1.0,2.5,1.0,1.0,1,300.0,0.0,30.0,180.0,0,1
218,128.0,1,1.0,1,21,1,2,2.0,2.0,1.0,1.0,1,288.0,68.0,2.0,180.0,1,2
219,116.0,1,5.0,1,5,1,2,2.0,1.5,1.0,1.0,1,0.0,75.0,2.0,1124.0,0,1
220,109.0,1,5.0,1,5,1,2,2.0,1.5,1.0,1.0,1,0.0,40.0,2.0,1125.0,0,1
221,350.0,1,5.0,1,5,1,1,9.0,1.5,4.0,5.0,1,0.0,125.0,3.0,1125.0,0,1
222,250.0,0,1.0,1,4,1,1,2.0,1.0,1.0,1.0,1,250.0,80.0,30.0,90.0,0,2
223,324.0,1,1.0,1,10,2,1,6.0,2.0,2.0,4.0,1,300.0,100.0,4.0,13.0,0,1
224,140.0,1,3.0,1,4,2,2,2.0,1.5,1.0,1.0,1,500.0,40.0,2.0,365.0,1,1
225,190.0,1,4.0,1,29,1,1,5.0,2.0,3.0,3.0,1,2500.0,350.0,30.0,247.0,0,1
226,110.0,0,12.0,1,4,1,1,7.0,1.0,1.0,5.0,1,500.0,100.0,30.0,365.0,0,1
227,57.0,0,2.0,1,10,1,2,1.0,1.5,1.0,1.0,1,0.0,0.0,30.0,90.0,0,1
228,165.0,0,1.0,1,16,1,1,3.0,1.0,2.0,2.0,1,1500.0,149.0,30.0,1125.0,0,1
229,89.0,1,3.0,1,4,2,2,2.0,3.0,1.0,1.0,1,0.0,30.0,1.0,365.0,0,2
230,425.0,0,1.0,1,4,2,1,6.0,1.5,3.0,4.0,1,500.0,150.0,3.0,1125.0,0,1
231,225.0,0,1.0,1,18,1,1,4.0,2.0,2.0,3.0,1,1500.0,185.0,6.0,30.0,0,1
232,148.0,0,28.0,1,15,1,1,2.0,1.0,0.0,1.0,1,0.0,200.0,30.0,1125.0,1,3
233,160.0,1,1.0,1,24,1,1,2.0,1.5,2.0,1.0,1,0.0,40.0,2.0,1125.0,1,2
