,id,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,cancellation_policy,price_level
0,958.0,1,90.0,1,1.0,1,4,94117.0,37.76931,-122.43386000000001,1,1,3.0,1.0,1.0,2.0,1,170.0,100.0,100.0,1.0,30.0,199.0,1,2,"(36.9, 264.8]"
1,3850.0,1,100.0,1,2.0,1,17,94131.0,37.754020000000004,-122.45805,2,2,2.0,1.0,1.0,1.0,1,99.0,0.0,10.0,1.0,5.0,136.0,0,1,"(36.9, 264.8]"
2,7918.0,1,100.0,1,10.0,1,7,94117.0,37.766690000000004,-122.4525,1,2,2.0,4.0,1.0,1.0,1,65.0,200.0,50.0,32.0,60.0,17.0,0,1,"(36.9, 264.8]"
3,8142.0,1,100.0,1,10.0,1,7,94117.0,37.76487,-122.45183,1,2,2.0,4.0,1.0,1.0,1,65.0,200.0,50.0,32.0,90.0,8.0,0,1,"(36.9, 264.8]"
4,8339.0,2,100.0,0,2.0,1,4,94117.0,37.77525,-122.43637,2,1,4.0,1.5,2.0,2.0,1,475.0,0.0,225.0,4.0,1125.0,28.0,0,2,"(264.8, 491.6]"
5,8739.0,1,100.0,1,2.0,1,1,94110.0,37.759190000000004,-122.42237,1,2,3.0,1.0,1.0,2.0,1,139.0,0.0,50.0,1.0,14.0,687.0,1,1,"(36.9, 264.8]"
6,9225.0,1,100.0,1,1.0,1,11,94107.0,37.76259,-122.40543000000001,2,2,2.0,1.0,1.0,1.0,1,135.0,0.0,50.0,1.0,365.0,492.0,0,1,"(36.9, 264.8]"
7,10578.0,nothing,0.0,0,0.0,1,9,94109.0,37.79143,-122.41543999999999,1,1,2.0,1.0,0.0,1.0,1,120.0,500.0,75.0,30.0,180.0,18.0,0,2,"(36.9, 264.8]"
8,10820.0,2,100.0,0,48.0,1,7,94117.0,37.77187,-122.43858999999999,1,1,3.0,1.0,3.0,3.0,1,177.0,2500.0,208.0,30.0,1125.0,37.0,0,1,"(36.9, 264.8]"
9,10824.0,2,100.0,0,48.0,1,4,94102.0,37.77355,-122.42436000000001,1,1,5.0,2.0,3.0,3.0,1,194.0,3000.0,208.0,30.0,1125.0,14.0,0,1,"(36.9, 264.8]"
10,10832.0,2,100.0,0,48.0,1,3,94102.0,37.785740000000004,-122.40798000000001,1,1,2.0,1.5,1.0,1.0,1,139.0,2500.0,130.0,30.0,365.0,19.0,0,1,"(36.9, 264.8]"
11,12041.0,1,100.0,1,10.0,1,7,94117.0,37.77019,-122.44594,1,2,2.0,4.0,1.0,2.0,1,85.0,200.0,50.0,32.0,60.0,6.0,0,1,"(36.9, 264.8]"
12,12042.0,1,100.0,1,10.0,1,7,94117.0,37.76894,-122.44778000000001,1,2,2.0,3.0,1.0,2.0,1,85.0,200.0,50.0,32.0,90.0,5.0,0,1,"(36.9, 264.8]"
13,12522.0,1,100.0,1,1.0,1,5,94114.0,37.76075,-122.43032,1,2,1.0,1.0,1.0,1.0,1,79.0,0.0,10.0,3.0,27.0,408.0,1,1,"(36.9, 264.8]"
14,12584.0,3,100.0,1,1.0,1,17,94117.0,37.762029999999996,-122.45455,2,1,3.0,1.0,2.0,3.0,1,166.0,899.0,279.0,30.0,367.0,16.0,0,1,"(36.9, 264.8]"
15,17132.0,3,100.0,0,4.0,1,2,94105.0,37.78647,-122.39072,1,1,4.0,2.0,2.0,2.0,1,450.0,5000.0,250.0,30.0,365.0,14.0,0,1,"(264.8, 491.6]"
16,18904.0,2,81.0,1,3.0,1,4,94117.0,37.77252,-122.43216000000001,2,2,2.0,1.0,1.0,1.0,1,110.0,130.0,30.0,2.0,29.0,384.0,0,1,"(36.9, 264.8]"
17,21334.0,1,100.0,1,1.0,1,9,94133.0,37.7958,-122.41533000000001,1,1,2.0,1.0,1.0,1.0,1,125.0,500.0,100.0,30.0,30.0,119.0,0,2,"(36.9, 264.8]"
18,21914.0,1,100.0,1,10.0,1,7,94117.0,37.7648,-122.45251,1,2,2.0,4.0,1.0,1.0,1,65.0,200.0,50.0,32.0,90.0,14.0,0,1,"(36.9, 264.8]"
19,23611.0,1,100.0,1,2.0,1,6,94110.0,37.74556,-122.41207,1,2,1.0,0.5,1.0,1.0,1,98.0,500.0,30.0,3.0,29.0,245.0,1,1,"(36.9, 264.8]"
20,23630.0,1,100.0,1,1.0,1,5,94114.0,37.75963,-122.44143000000001,2,1,2.0,1.0,1.0,1.0,1,155.0,200.0,60.0,3.0,14.0,378.0,0,1,"(36.9, 264.8]"
21,24450.0,1,100.0,1,1.0,1,8,94114.0,37.74885,-122.43673000000001,1,1,3.0,2.0,1.0,2.0,1,180.0,250.0,80.0,3.0,28.0,234.0,0,2,"(36.9, 264.8]"
22,24463.0,2,100.0,1,2.0,1,11,94107.0,37.75645,-122.3991,1,2,2.0,1.0,1.0,1.0,1,155.0,500.0,80.0,2.0,29.0,286.0,0,1,"(36.9, 264.8]"
23,24723.0,1,90.0,1,3.0,1,4,94115.0,37.78716,-122.43386000000001,1,1,4.0,1.0,1.0,1.0,1,195.0,0.0,20.0,5.0,31.0,301.0,1,2,"(36.9, 264.8]"
24,25094.0,2,100.0,1,1.0,1,8,94131.0,37.74188,-122.43122,2,2,2.0,1.0,1.0,1.0,1,150.0,0.0,25.0,5.0,28.0,33.0,0,2,"(36.9, 264.8]"
25,25463.0,2,81.0,1,3.0,1,4,94117.0,37.77729,-122.43421000000001,2,2,2.0,1.0,1.0,1.0,1,110.0,150.0,30.0,3.0,29.0,420.0,0,1,"(36.9, 264.8]"
26,25662.0,2,100.0,1,1.0,1,11,94107.0,37.76212,-122.39541000000001,2,2,3.0,1.0,0.0,1.0,1,125.0,300.0,50.0,4.0,180.0,306.0,0,2,"(36.9, 264.8]"
27,25927.0,1,100.0,1,3.0,1,4,94115.0,37.78895,-122.43031,2,2,2.0,1.5,1.0,1.0,1,110.0,500.0,40.0,2.0,364.0,81.0,0,1,"(36.9, 264.8]"
28,26408.0,1,100.0,0,2.0,1,4,94117.0,37.77478,-122.4315,1,1,10.0,2.0,4.0,7.0,1,450.0,500.0,160.0,2.0,30.0,33.0,1,1,"(264.8, 491.6]"
29,27025.0,3,100.0,0,1.0,1,5,94114.0,37.76298,-122.43136000000001,1,1,2.0,1.0,1.0,1.0,1,125.0,3000.0,125.0,30.0,1125.0,130.0,0,2,"(36.9, 264.8]"
30,27028.0,1,100.0,1,2.0,1,1,94110.0,37.760979999999996,-122.42158,1,2,4.0,1.0,1.0,2.0,1,199.0,0.0,75.0,1.0,29.0,26.0,1,1,"(36.9, 264.8]"
31,29373.0,2,100.0,1,3.0,1,6,94110.0,37.73729,-122.41163,2,1,4.0,2.0,2.0,2.0,1,220.0,100.0,140.0,4.0,70.0,15.0,0,1,"(36.9, 264.8]"
32,29557.0,3,100.0,1,1.0,1,21,94121.0,37.779309999999995,-122.50518000000001,1,1,4.0,1.0,1.0,2.0,1,155.0,0.0,0.0,2.0,30.0,49.0,0,3,"(36.9, 264.8]"
33,32414.0,1,100.0,0,1.0,1,6,94110.0,37.74025,-122.41259,1,1,2.0,1.0,1.0,2.0,1,150.0,200.0,0.0,30.0,30.0,93.0,0,1,"(36.9, 264.8]"
34,39174.0,3,100.0,0,35.0,1,8,94110.0,37.7483,-122.42488,1,1,2.0,1.0,1.0,1.0,1,107.0,0.0,155.0,30.0,1125.0,20.0,0,4,"(36.9, 264.8]"
35,39418.0,2,100.0,0,2.0,1,6,94110.0,37.74093,-122.42055,1,1,2.0,1.0,0.0,1.0,1,94.0,500.0,65.0,60.0,730.0,21.0,0,2,"(36.9, 264.8]"
36,40138.0,2,100.0,0,1.0,1,32,94118.0,37.78255,-122.44843999999999,1,2,1.0,1.0,1.0,1.0,1,67.0,0.0,35.0,30.0,100.0,136.0,0,2,"(36.9, 264.8]"
37,41055.0,2,80.0,0,4.0,1,5,94114.0,37.76125,-122.43335,2,1,3.0,1.0,1.0,1.0,1,159.0,150.0,120.0,4.0,29.0,54.0,0,3,"(36.9, 264.8]"
38,41172.0,1,100.0,1,1.0,1,6,94110.0,37.740829999999995,-122.41763,2,2,2.0,2.0,1.0,1.0,1,125.0,0.0,50.0,3.0,30.0,244.0,0,2,"(36.9, 264.8]"
39,41399.0,nothing,0.0,1,0.0,1,1,94110.0,37.75611,-122.41866,1,1,4.0,1.0,2.0,2.0,1,290.0,5000.0,120.0,30.0,365.0,79.0,0,2,"(264.8, 491.6]"
40,41609.0,1,100.0,0,1.0,1,9,94109.0,37.790009999999995,-122.41292,1,1,3.0,1.0,1.0,1.0,1,170.0,500.0,0.0,30.0,730.0,14.0,1,1,"(36.9, 264.8]"
41,42403.0,3,100.0,0,35.0,1,6,94110.0,37.73356,-122.41851000000001,1,1,2.0,1.0,0.0,2.0,1,85.0,0.0,155.0,30.0,1125.0,6.0,0,4,"(36.9, 264.8]"
42,42408.0,3,100.0,0,35.0,1,6,94110.0,37.73404,-122.41781,2,1,2.0,1.0,1.0,2.0,1,85.0,0.0,155.0,30.0,365.0,4.0,0,4,"(36.9, 264.8]"
43,42454.0,2,67.0,0,1.0,1,1,94110.0,37.75117,-122.41326000000001,1,1,2.0,1.5,1.0,1.0,2,104.0,200.0,0.0,10.0,28.0,10.0,0,2,"(36.9, 264.8]"
44,42577.0,3,100.0,0,35.0,1,11,94107.0,37.75447,-122.38813,1,1,3.0,1.0,2.0,2.0,1,150.0,0.0,205.0,30.0,1125.0,2.0,0,4,"(36.9, 264.8]"
45,43778.0,3,100.0,0,35.0,1,7,94117.0,37.77272,-122.44084,1,1,3.0,1.0,2.0,2.0,1,120.0,0.0,205.0,30.0,1125.0,8.0,0,4,"(36.9, 264.8]"
46,44032.0,1,100.0,1,2.0,1,1,94110.0,37.75145,-122.41207,1,1,2.0,1.0,1.0,1.0,1,95.0,2000.0,75.0,31.0,125.0,282.0,0,1,"(36.9, 264.8]"
47,45299.0,2,80.0,0,4.0,1,5,94114.0,37.76068,-122.43331,1,1,2.0,1.0,0.0,2.0,1,116.0,100.0,75.0,3.0,30.0,134.0,0,2,"(36.9, 264.8]"
48,45956.0,1,93.0,1,3.0,1,4,94117.0,37.77248,-122.43016000000001,2,2,2.0,3.0,1.0,1.0,1,125.0,0.0,30.0,1.0,180.0,132.0,1,2,"(36.9, 264.8]"
49,47486.0,nothing,0.0,1,1.0,1,26,94127.0,37.725359999999995,-122.46861000000001,2,1,2.0,1.0,1.0,1.0,1,78.0,400.0,100.0,30.0,365.0,29.0,0,1,"(36.9, 264.8]"
50,51073.0,nothing,0.0,0,2.0,1,2,94103.0,37.771159999999995,-122.42199,1,2,2.0,1.0,1.0,1.0,1,160.0,150.0,30.0,2.0,13.0,151.0,0,2,"(36.9, 264.8]"
51,51557.0,1,100.0,1,1.0,1,4,94117.0,37.771209999999996,-122.42833999999999,1,1,2.0,1.0,1.0,1.0,1,119.0,100.0,175.0,30.0,180.0,106.0,1,1,"(36.9, 264.8]"
52,53280.0,2,100.0,1,3.0,1,6,94110.0,37.73878,-122.41188999999999,2,2,2.0,1.0,1.0,1.0,1,90.0,100.0,60.0,3.0,30.0,134.0,0,1,"(36.9, 264.8]"
53,53934.0,nothing,0.0,0,2.0,1,3,94109.0,37.78775,-122.41633999999999,1,1,4.0,1.0,2.0,2.0,1,163.0,200.0,0.0,60.0,365.0,232.0,0,1,"(36.9, 264.8]"
54,54518.0,2,100.0,1,1.0,1,20,94104.0,37.7933,-122.40078999999999,1,1,2.0,1.0,1.0,1.0,1,195.0,500.0,120.0,30.0,365.0,17.0,1,1,"(36.9, 264.8]"
55,55632.0,3,100.0,1,4.0,1,21,94121.0,37.77959,-122.48619,1,1,4.0,1.0,1.0,2.0,1,112.0,1000.0,200.0,30.0,365.0,10.0,0,1,"(36.9, 264.8]"
56,55636.0,3,100.0,1,4.0,1,28,94131.0,37.74889,-122.44479,1,1,4.0,1.0,1.0,2.0,1,116.0,3000.0,200.0,30.0,365.0,27.0,0,1,"(36.9, 264.8]"
57,57561.0,2,100.0,1,1.0,1,6,94110.0,37.7472,-122.41443000000001,1,1,2.0,1.0,1.0,1.0,1,175.0,0.0,0.0,30.0,90.0,214.0,0,1,"(36.9, 264.8]"
58,57676.0,1,96.0,0,4.0,1,1,94110.0,37.75762,-122.41933,1,2,1.0,1.0,1.0,1.0,1,99.0,300.0,100.0,2.0,360.0,117.0,1,1,"(36.9, 264.8]"
59,58185.0,3,67.0,0,1.0,1,17,94131.0,37.75504,-122.45871000000001,2,1,4.0,2.0,2.0,2.0,1,350.0,0.0,125.0,2.0,7.0,1.0,0,2,"(264.8, 491.6]"
60,59314.0,1,100.0,1,1.0,1,2,94103.0,37.77698,-122.41046999999999,1,1,2.0,1.0,2.0,1.0,1,225.0,500.0,150.0,29.0,360.0,129.0,0,1,"(36.9, 264.8]"
61,59381.0,2,100.0,0,4.0,1,15,94133.0,37.8031,-122.41596000000001,1,2,4.0,2.0,1.0,1.0,1,109.0,0.0,40.0,2.0,30.0,230.0,1,2,"(36.9, 264.8]"
62,59702.0,1,100.0,1,1.0,1,6,94110.0,37.74209000000001,-122.41408999999999,2,2,2.0,1.0,1.0,1.0,2,150.0,0.0,80.0,30.0,120.0,192.0,1,3,"(36.9, 264.8]"
63,60365.0,1,100.0,0,5.0,1,4,94117.0,37.769659999999995,-122.43496,2,1,6.0,2.0,3.0,4.0,1,349.0,800.0,185.0,4.0,180.0,200.0,1,1,"(264.8, 491.6]"
64,62519.0,1,100.0,1,2.0,1,29,94131.0,37.74183,-122.42993,1,2,2.0,1.0,1.0,1.0,1,85.0,0.0,45.0,2.0,28.0,36.0,0,2,"(36.9, 264.8]"
65,63405.0,1,96.0,0,4.0,1,1,94110.0,37.754,-122.41771000000001,1,1,2.0,1.0,1.0,1.0,1,125.0,300.0,125.0,2.0,180.0,219.0,1,1,"(36.9, 264.8]"
66,64165.0,nothing,0.0,1,1.0,1,13,94123.0,37.80317,-122.42873999999999,1,2,2.0,2.0,1.0,1.0,1,90.0,350.0,75.0,30.0,150.0,66.0,0,3,"(36.9, 264.8]"
67,66119.0,3,100.0,0,2.0,1,12,94121.0,37.77798,-122.47811999999999,1,1,2.0,1.0,0.0,1.0,1,95.0,500.0,75.0,30.0,360.0,97.0,0,1,"(36.9, 264.8]"
68,66188.0,3,100.0,0,35.0,1,21,94121.0,37.777190000000004,-122.50906,1,1,6.0,2.0,3.0,4.0,1,216.0,0.0,205.0,30.0,1125.0,12.0,0,4,"(36.9, 264.8]"
69,68239.0,1,100.0,1,7.0,1,1,94110.0,37.754259999999995,-122.42387,1,1,2.0,1.0,1.0,1.0,1,326.0,350.0,180.0,31.0,7300.0,35.0,0,1,"(264.8, 491.6]"
70,69410.0,nothing,0.0,1,1.0,1,12,94118.0,37.77442,-122.46319,2,1,2.0,1.0,2.0,2.0,1,80.0,0.0,100.0,30.0,365.0,52.0,0,2,"(36.9, 264.8]"
71,69549.0,3,51.0,0,42.0,1,18,94112.0,37.730270000000004,-122.42643999999999,2,2,2.0,1.0,1.0,1.0,1,46.0,150.0,50.0,30.0,1125.0,39.0,0,1,"(36.9, 264.8]"
72,69553.0,3,51.0,0,42.0,1,18,94112.0,37.73128,-122.42478,2,2,2.0,1.0,1.0,1.0,1,45.0,150.0,35.0,30.0,1125.0,26.0,0,1,"(36.9, 264.8]"
73,69681.0,3,100.0,0,35.0,1,33,94121.0,37.77707,-122.50923,1,1,4.0,2.0,3.0,3.0,1,185.0,0.0,255.0,30.0,365.0,7.0,0,4,"(36.9, 264.8]"
74,70139.0,1,100.0,0,4.0,1,6,94110.0,37.74527,-122.42424,1,1,3.0,1.0,1.0,1.0,1,108.0,500.0,0.0,30.0,180.0,10.0,0,1,"(36.9, 264.8]"
75,70284.0,1,98.0,0,20.0,1,25,94108.0,37.79364,-122.40635,2,3,1.0,2.5,1.0,2.0,1,38.0,300.0,0.0,30.0,365.0,13.0,0,1,"(36.9, 264.8]"
76,71645.0,2,100.0,1,1.0,1,6,94110.0,37.745779999999996,-122.40841,1,2,2.0,1.0,1.0,1.0,1,109.0,0.0,60.0,2.0,25.0,132.0,0,3,"(36.9, 264.8]"
77,72365.0,4,30.0,0,12.0,1,4,94117.0,37.77518,-122.43333999999999,1,1,8.0,1.0,1.0,4.0,1,100.0,500.0,100.0,30.0,365.0,96.0,0,1,"(36.9, 264.8]"
78,72921.0,4,30.0,0,12.0,1,4,94117.0,37.77588,-122.43143,1,1,6.0,1.0,1.0,3.0,1,95.0,400.0,0.0,30.0,365.0,52.0,0,1,"(36.9, 264.8]"
79,73011.0,2,100.0,0,1.0,1,2,94103.0,37.77026,-122.41855,1,1,2.0,1.0,1.0,1.0,1,270.0,500.0,120.0,30.0,40.0,30.0,0,2,"(264.8, 491.6]"
80,74451.0,4,30.0,0,12.0,1,4,94117.0,37.77388,-122.43298,1,1,4.0,1.0,0.0,2.0,1,120.0,400.0,100.0,30.0,365.0,19.0,0,1,"(36.9, 264.8]"
81,74758.0,3,51.0,0,42.0,1,18,94112.0,37.73137,-122.42532,2,2,2.0,1.0,1.0,1.0,1,45.0,150.0,35.0,30.0,1125.0,34.0,0,1,"(36.9, 264.8]"
82,75422.0,3,51.0,0,42.0,1,18,94112.0,37.73128,-122.42473000000001,2,2,2.0,1.0,1.0,1.0,1,40.0,150.0,35.0,30.0,1825.0,9.0,0,1,"(36.9, 264.8]"
83,77175.0,1,100.0,1,1.0,1,29,94131.0,37.73838,-122.43375,2,1,2.0,1.0,1.0,1.0,1,135.0,0.0,50.0,3.0,31.0,372.0,0,2,"(36.9, 264.8]"
84,77932.0,3,51.0,0,42.0,1,18,94112.0,37.73134,-122.42456999999999,2,2,3.0,1.0,1.0,1.0,1,57.0,150.0,50.0,30.0,1825.0,22.0,0,1,"(36.9, 264.8]"
85,78651.0,1,96.0,0,4.0,1,1,94110.0,37.75615,-122.41927,1,2,1.0,2.0,1.0,1.0,1,75.0,300.0,100.0,2.0,360.0,86.0,1,1,"(36.9, 264.8]"
86,80394.0,1,100.0,0,1.0,1,7,94117.0,37.77065,-122.44252,1,1,2.0,1.0,1.0,1.0,1,140.0,500.0,100.0,30.0,90.0,20.0,0,2,"(36.9, 264.8]"
87,81158.0,1,100.0,0,1.0,1,4,94115.0,37.784929999999996,-122.44618,1,1,4.0,1.0,1.0,2.0,1,83.0,200.0,150.0,30.0,330.0,14.0,0,2,"(36.9, 264.8]"
88,81256.0,3,51.0,0,42.0,1,18,94112.0,37.73152,-122.42546999999999,2,2,3.0,1.0,1.0,1.0,1,45.0,150.0,35.0,30.0,1825.0,20.0,0,1,"(36.9, 264.8]"
89,82919.0,1,100.0,0,2.0,1,6,94110.0,37.7343,-122.42092,2,2,2.0,1.0,1.0,1.0,1,97.0,100.0,25.0,2.0,14.0,392.0,1,2,"(36.9, 264.8]"
90,83257.0,2,100.0,1,1.0,0,4,94115.0,37.78528,-122.44358000000001,2,2,1.0,1.0,1.0,1.0,1,90.0,300.0,55.0,1.0,365.0,87.0,0,2,"(36.9, 264.8]"
91,83553.0,3,100.0,0,35.0,1,21,94121.0,37.77483,-122.50952,1,1,2.0,1.0,0.0,1.0,1,85.0,0.0,155.0,30.0,290.0,8.0,0,4,"(36.9, 264.8]"
92,84777.0,1,90.0,1,2.0,1,5,94114.0,37.75969,-122.44445,1,1,2.0,1.0,0.0,1.0,1,85.0,200.0,60.0,4.0,30.0,241.0,0,2,"(36.9, 264.8]"
93,87640.0,3,100.0,1,1.0,1,8,94131.0,37.7455,-122.42898000000001,1,2,2.0,1.0,1.0,1.0,1,115.0,0.0,30.0,2.0,21.0,346.0,0,2,"(36.9, 264.8]"
94,91957.0,2,100.0,0,1.0,1,7,94117.0,37.76194,-122.44928999999999,1,1,6.0,1.5,2.0,3.0,1,201.0,300.0,150.0,30.0,730.0,95.0,0,1,"(36.9, 264.8]"
95,99094.0,nothing,0.0,0,1.0,1,1,94103.0,37.76809,-122.42438999999999,1,1,4.0,1.0,2.0,3.0,1,185.0,300.0,100.0,4.0,18.0,20.0,0,2,"(36.9, 264.8]"
96,102951.0,1,98.0,0,20.0,1,25,94108.0,37.792970000000004,-122.40664,2,3,1.0,2.5,1.0,1.0,1,38.0,300.0,0.0,30.0,730.0,6.0,0,1,"(36.9, 264.8]"
97,105497.0,1,100.0,0,4.0,1,10,94122.0,37.75754000000001,-122.49852,2,2,1.0,1.0,1.0,1.0,4,85.0,500.0,85.0,45.0,730.0,3.0,0,1,"(36.9, 264.8]"
98,106025.0,2,67.0,0,1.0,1,3,94109.0,37.78535,-122.41515,1,1,2.0,2.0,2.0,2.0,1,145.0,150.0,150.0,30.0,60.0,60.0,1,1,"(36.9, 264.8]"
99,109883.0,1,100.0,1,1.0,1,23,94127.0,37.73327000000001,-122.46435,1,1,4.0,1.0,2.0,2.0,1,125.0,0.0,50.0,2.0,1125.0,343.0,1,2,"(36.9, 264.8]"
100,113211.0,3,100.0,0,7.0,1,25,94108.0,37.79294,-122.40659,2,3,1.0,2.5,1.0,1.0,1,38.0,300.0,0.0,30.0,730.0,14.0,0,1,"(36.9, 264.8]"
101,115242.0,1,100.0,1,2.0,1,16,94133.0,37.80591,-122.4083,1,1,4.0,1.0,1.0,2.0,1,125.0,1000.0,135.0,30.0,30.0,8.0,1,1,"(36.9, 264.8]"
102,121065.0,nothing,0.0,0,1.0,1,4,94117.0,37.77083,-122.43109,1,1,2.0,1.0,1.0,1.0,1,200.0,200.0,150.0,30.0,365.0,36.0,0,1,"(36.9, 264.8]"
103,130775.0,1,100.0,1,10.0,1,7,94117.0,37.76609000000001,-122.45126,1,2,2.0,4.0,1.0,1.0,1,65.0,200.0,50.0,32.0,90.0,10.0,0,1,"(36.9, 264.8]"
104,130805.0,2,100.0,1,1.0,1,1,94110.0,37.75586,-122.42092,1,1,2.0,1.0,1.0,1.0,1,97.0,0.0,100.0,30.0,90.0,85.0,0,1,"(36.9, 264.8]"
105,132441.0,1,100.0,1,1.0,1,6,94110.0,37.73974000000001,-122.42298999999998,2,2,2.0,1.0,1.0,1.0,1,69.0,0.0,45.0,1.0,10.0,115.0,0,2,"(36.9, 264.8]"
106,134015.0,3,100.0,1,1.0,1,13,94123.0,37.80356,-122.42589,1,1,4.0,1.0,2.0,2.0,1,275.0,500.0,130.0,3.0,14.0,71.0,0,2,"(264.8, 491.6]"
107,134193.0,1,100.0,0,1.0,1,12,94121.0,37.7806,-122.47596999999999,2,1,6.0,1.5,3.0,3.0,1,550.0,1000.0,200.0,4.0,30.0,18.0,0,1,"(491.6, 718.4]"
108,137546.0,1,100.0,1,3.0,1,6,94110.0,37.74708,-122.42456000000001,2,2,2.0,1.0,1.0,1.0,1,102.0,200.0,70.0,30.0,180.0,227.0,0,3,"(36.9, 264.8]"
109,138592.0,2,100.0,0,4.0,1,1,94110.0,37.75558,-122.42473999999999,2,1,8.0,2.0,4.0,5.0,1,1172.0399999999972,2000.0,250.0,6.0,1125.0,26.0,0,1,"(945.2, 1172.0]"
110,138772.0,1,100.0,0,1.0,1,5,94114.0,37.75823,-122.43273,2,2,2.0,1.0,1.0,1.0,1,150.0,0.0,50.0,5.0,365.0,64.0,0,3,"(36.9, 264.8]"
111,140568.0,1,100.0,1,3.0,1,6,94110.0,37.73874,-122.41623999999999,1,2,2.0,1.5,1.0,1.0,1,90.0,300.0,35.0,2.0,7.0,150.0,0,2,"(36.9, 264.8]"
112,142177.0,2,90.0,1,1.0,1,21,94121.0,37.78471,-122.48125,1,1,4.0,1.0,2.0,2.0,1,399.0,250.0,150.0,5.0,25.0,184.0,0,1,"(264.8, 491.6]"
113,147443.0,1,100.0,0,4.0,1,34,94131.0,37.74599,-122.44532,1,1,4.0,1.5,2.0,4.0,1,230.0,200.0,195.0,30.0,90.0,108.0,0,1,"(36.9, 264.8]"
114,148559.0,nothing,0.0,0,1.0,1,5,94114.0,37.76787,-122.43172,1,1,6.0,1.0,2.0,4.0,1,275.0,500.0,150.0,5.0,21.0,19.0,0,3,"(264.8, 491.6]"
115,148627.0,1,100.0,0,4.0,1,13,94123.0,37.800940000000004,-122.4275,1,1,2.0,1.0,1.0,1.0,1,165.0,200.0,75.0,60.0,120.0,109.0,0,1,"(36.9, 264.8]"
116,148769.0,1,100.0,0,4.0,1,28,94131.0,37.75195,-122.44928,1,1,2.0,1.0,1.0,2.0,1,115.0,200.0,75.0,30.0,30.0,90.0,0,1,"(36.9, 264.8]"
117,150848.0,1,100.0,1,1.0,1,11,94107.0,37.762,-122.39391,2,2,2.0,1.0,1.0,1.0,1,75.0,200.0,30.0,3.0,5.0,220.0,0,1,"(36.9, 264.8]"
118,162934.0,1,100.0,1,2.0,1,21,94121.0,37.777609999999996,-122.50378,1,1,2.0,1.0,1.0,1.0,1,149.0,0.0,90.0,3.0,180.0,227.0,0,1,"(36.9, 264.8]"
119,164207.0,2,100.0,1,5.0,1,23,94127.0,37.74159,-122.46578000000001,2,2,2.0,1.0,1.0,1.0,1,69.0,250.0,35.0,4.0,26.0,346.0,0,2,"(36.9, 264.8]"
120,166771.0,2,100.0,1,1.0,1,7,94117.0,37.76827,-122.44678,1,1,4.0,1.0,1.0,1.0,1,185.0,1000.0,250.0,30.0,180.0,153.0,0,2,"(36.9, 264.8]"
121,174679.0,1,100.0,1,1.0,1,1,94110.0,37.75452,-122.40716,1,2,2.0,1.0,1.0,1.0,1,80.0,150.0,80.0,3.0,7.0,27.0,1,2,"(36.9, 264.8]"
122,175090.0,3,100.0,0,35.0,1,20,94104.0,37.79018,-122.40475,1,1,2.0,1.0,0.0,2.0,1,110.0,0.0,155.0,30.0,1125.0,24.0,0,4,"(36.9, 264.8]"
123,175102.0,3,100.0,0,35.0,1,20,94104.0,37.79076,-122.40403,1,1,2.0,1.0,0.0,2.0,1,135.0,0.0,155.0,30.0,1125.0,49.0,0,4,"(36.9, 264.8]"
124,183334.0,1,100.0,1,2.0,1,6,94110.0,37.745309999999996,-122.41122,1,1,4.0,1.0,2.0,2.0,1,225.0,500.0,100.0,14.0,29.0,6.0,1,1,"(36.9, 264.8]"
125,183859.0,1,100.0,1,1.0,1,29,94131.0,37.736259999999994,-122.43677,1,1,4.0,1.0,2.0,2.0,1,220.0,500.0,90.0,3.0,28.0,225.0,0,2,"(36.9, 264.8]"
126,187730.0,1,96.0,0,4.0,1,1,94110.0,37.75757,-122.41938999999999,1,2,1.0,2.0,1.0,1.0,1,75.0,300.0,85.0,3.0,120.0,126.0,1,1,"(36.9, 264.8]"
127,189068.0,1,100.0,1,3.0,1,6,94110.0,37.73856,-122.41686999999999,1,2,2.0,1.5,1.0,1.0,1,90.0,300.0,35.0,2.0,7.0,168.0,0,2,"(36.9, 264.8]"
128,189894.0,2,100.0,0,1.0,1,13,94123.0,37.80318,-122.42976999999999,1,1,2.0,1.0,1.0,1.0,1,150.0,200.0,90.0,5.0,60.0,36.0,0,1,"(36.9, 264.8]"
129,191632.0,1,100.0,1,1.0,1,7,94117.0,37.773109999999996,-122.44979,1,1,2.0,1.0,1.0,1.0,3,138.0,200.0,43.0,2.0,14.0,450.0,0,2,"(36.9, 264.8]"
130,201313.0,3,100.0,0,1.0,1,16,94111.0,37.8034,-122.40485,1,1,2.0,1.0,1.0,1.0,1,182.0,0.0,225.0,30.0,730.0,2.0,1,1,"(36.9, 264.8]"
131,206566.0,1,98.0,0,20.0,1,25,94108.0,37.79507,-122.40498000000001,2,3,1.0,2.5,1.0,1.0,1,38.0,300.0,0.0,30.0,730.0,9.0,0,1,"(36.9, 264.8]"
